bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city
SUV,7.0,54000,2014,Diesel,1,Manual,520000,Third Party insurance,2179.0,Mahindra,5,15.4,RWD,delhi
Hatchback,5.0,37302,2018,Petrol,1,Manual,352000,Comprehensive,998.0,Maruti,5,24.39,FWD,delhi
Sedan,5.0,42000,2018,Diesel,2,Automatic,2550000,Comprehensive,2143.0,Mercedes-Benz,7,17.9,FWD,delhi
Hatchback,5.0,37000,2021,Petrol,1,Automatic,890000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,36483,2015,Petrol,1,Manual,258000,Third Party,796.0,Maruti,5,22.05,FWD,delhi
Sedan,5.0,62000,2015,Petrol,1,Automatic,775000,Comprehensive,1999.0,Hyundai,6,14.62,FWD,delhi
SUV,5.0,38010,2019,Petrol,1,Manual,1095000,Third Party insurance,1591.0,Hyundai,6,15.8,FWD,delhi
Hatchback,5.0,35123,2018,Petrol,2,Automatic,475000,Comprehensive,998.0,Maruti,5,23.1,FWD,delhi
Sedan,5.0,43000,2016,Petrol,1,Automatic,800000,Comprehensive,1497.0,Honda,5,18.0,FWD,delhi
SUV,5.0,25154,2019,Diesel,2,Manual,738000,Third Party insurance,1498.0,Ford,5,23.0,FWD,delhi
Sedan,5.0,10000,2020,Diesel,1,Automatic,5600000,Comprehensive,1995.0,BMW,8,20.37,RWD,delhi
SUV,5.0,30600,2021,Diesel,2,Automatic,1850000,Comprehensive,1956.0,Tata,6,14.6,FWD,delhi
SUV,5.0,55000,2020,Petrol,1,Manual,775000,Third Party insurance,1197.0,Hyundai,5,17.52,FWD,delhi
SUV,4.0,14500,2021,Petrol,2,Automatic,1550000,Comprehensive,1997.0,Mahindra,6,18.9,RWD,delhi
SUV,7.0,80000,2017,Diesel,2,Automatic,4950000,Comprehensive,2987.0,Mercedes-Benz,9,11.0,AWD,delhi
Sedan,5.0,76000,2013,Petrol,1,Automatic,575000,Comprehensive,1797.0,Hyundai,6,14.5,FWD,delhi
Sedan,5.0,58000,2018,Petrol,1,Automatic,675000,Third Party insurance,1199.0,Honda,5,18.3,FWD,delhi
SUV,5.0,34000,2020,Petrol,1,Automatic,1650000,Third Party insurance,1353.0,Kia,7,16.2,RWD,delhi
SUV,7.0,25000,2019,Diesel,1,Automatic,6675000,Third Party insurance,2967.0,Audi,8,14.75,AWD,delhi
Hatchback,5.0,25367,2017,Petrol,1,Manual,568000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
Sedan,5.0,29000,2016,Petrol,1,Automatic,2350000,Comprehensive,1991.0,Mercedes-Benz,7,15.04,FWD,delhi
Hatchback,5.0,27240,2017,Petrol,1,Manual,548000,Third Party,1197.0,Maruti,5,21.4,FWD,delhi
Sedan,5.0,55000,2015,Petrol,1,Automatic,5150000,Comprehensive,4663.0,Mercedes-Benz,7,7.81,RWD,delhi
SUV,5.0,28000,2020,Diesel,1,Manual,1150000,Comprehensive,1493.0,Hyundai,6,18.9,FWD,delhi
Hatchback,5.0,20755,2016,Petrol,2,Manual,503000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,7.0,10500,2023,Petrol,1,Automatic,11900000,Comprehensive,2487.0,Toyota,5,18.9,FWD,delhi
SUV,5.0,3500,2023,Petrol,1,Automatic,41500000,Comprehensive,3982.0,Mercedes-Benz,9,18.9,4WD,delhi
Hatchback,5.0,56722,2014,Petrol,1,Manual,379000,Comprehensive,1197.0,Maruti,5,22.0,FWD,delhi
SUV,5.0,81000,2013,Petrol,2,Automatic,925000,Third Party insurance,2354.0,Honda,5,11.1,AWD,delhi
Hatchback,5.0,55566,2011,Petrol,1,Manual,197000,Comprehensive,998.0,Maruti,5,19.0,FWD,delhi
Sedan,5.0,5500,2020,Petrol,1,Automatic,4825000,Third Party insurance,1984.0,Audi,7,14.11,FWD,delhi
SUV,5.0,4000,2023,Diesel,1,Manual,1775000,Comprehensive,1493.0,Hyundai,6,18.9,FWD,delhi
Sedan,5.0,950,2023,Petrol,1,Automatic,1650000,Comprehensive,1482.0,Hyundai,7,20.6,FWD,delhi
SUV,7.0,71000,2017,Diesel,1,Manual,540000,Third Party insurance,1493.0,Mahindra,5,16.5,RWD,delhi
MUV,8.0,28000,2019,Diesel,1,Manual,1839999,Third Party insurance,2393.0,Toyota,5,13.68,RWD,delhi
Sedan,5.0,35000,2018,Petrol,1,Manual,885000,Comprehensive,1591.0,Hyundai,6,17.0,FWD,delhi
SUV,5.0,80000,2020,Petrol,1,Automatic,1800000,Third Party insurance,1368.0,Jeep,7,14.01,4WD,delhi
Sedan,5.0,60000,2016,Petrol,2,Automatic,600000,Third Party insurance,1373.0,Maruti,4,19.12,FWD,delhi
SUV,5.0,12710,2021,Petrol,1,Manual,965000,Third Party insurance,1197.0,Mahindra,6,17.0,FWD,delhi
Hatchback,5.0,64694,2011,Petrol,1,Manual,208000,Comprehensive,998.0,Maruti,5,18.9,FWD,delhi
Sedan,5.0,67510,2019,Diesel,2,Automatic,2650000,Comprehensive,1995.0,BMW,8,22.69,RWD,delhi
Hatchback,5.0,21867,2018,Petrol,1,Manual,528000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,delhi
SUV,5.0,18000,2022,Diesel,2,Automatic,8765000,Comprehensive,2998.0,BMW,8,13.38,AWD,delhi
Sedan,5.0,78010,2018,Petrol,1,Automatic,2175000,Comprehensive,1395.0,Audi,7,19.2,FWD,delhi
Hatchback,5.0,36247,2021,Petrol,1,Manual,555000,Comprehensive,1199.0,Tata,5,20.09,FWD,delhi
SUV,5.0,3106,2022,Petrol,1,Automatic,6200000,Comprehensive,1998.0,Jeep,8,12.1,4WD,delhi
SUV,5.0,40000,2020,Petrol,2,Automatic,5175000,Comprehensive,1991.0,Mercedes-Benz,9,12.74,AWD,delhi
Hatchback,5.0,55566,2019,Petrol,1,Manual,622000,Comprehensive,1197.0,Maruti,5,21.01,FWD,delhi
Sedan,5.0,91000,2016,Petrol,1,Automatic,1975000,Comprehensive,1991.0,Mercedes-Benz,7,15.04,FWD,delhi
SUV,5.0,46318,2021,Petrol,1,Manual,733000,Zero Dep,999.0,Nissan,5,18.75,FWD,delhi
Sedan,5.0,7359,2023,Petrol,1,Manual,1075000,Comprehensive,1462.0,Maruti,5,20.65,FWD,delhi
SUV,5.0,35060,2022,Diesel,1,Automatic,5999000,Comprehensive,1950.0,Mercedes-Benz,9,18.9,AWD,delhi
SUV,5.0,22060,2020,Diesel,1,Automatic,3100000,Comprehensive,1995.0,BMW,8,17.05,RWD,delhi
Sedan,5.0,68060,2017,Petrol,1,Automatic,3100000,Comprehensive,1998.0,BMW,8,15.34,RWD,delhi
SUV,5.0,27000,2017,Diesel,1,Manual,699000,Comprehensive,1248.0,Maruti,5,24.3,FWD,delhi
Sedan,5.0,53000,2010,Petrol,2,Manual,80000,Third Party insurance,1495.0,Hyundai,5,13.2,FWD,delhi
Sedan,5.0,50000,2013,Diesel,1,Manual,250000,Third Party insurance,1498.0,Honda,5,25.8,FWD,delhi
Sedan,5.0,120000,2010,Cng,4,Manual,240000,Third Party insurance,1798.0,Toyota,6,14.53,FWD,delhi
Sedan,5.0,15000,2020,Diesel,1,Automatic,3965000,Comprehensive,1950.0,Mercedes-Benz,9,12.6,RWD,delhi
Sedan,5.0,99373,2015,Petrol,1,Manual,578000,Comprehensive,1497.0,Honda,5,17.4,FWD,delhi
SUV,5.0,120000,2016,Diesel,1,Manual,265000,Third Party insurance,1498.0,Ford,5,22.77,FWD,delhi
Hatchback,5.0,11815,2017,Petrol,1,Manual,306000,Third Party,796.0,Maruti,5,22.05,FWD,delhi
Sedan,5.0,39412,2016,Petrol,1,Manual,549000,Comprehensive,1197.0,Maruti,5,21.21,FWD,delhi
Hatchback,5.0,60000,2016,Petrol,2,Manual,450000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,33015,2018,Petrol,1,Manual,536000,Comprehensive,1197.0,Maruti,5,22.38,FWD,delhi
Hatchback,5.0,44371,2012,Petrol,2,Manual,235000,Third Party insurance,1198.0,Honda,5,19.4,FWD,delhi
SUV,5.0,3500,2023,Diesel,1,Automatic,26900000,Comprehensive,3346.0,Toyota,10,18.9,AWD,delhi
Hatchback,5.0,39045,2013,Petrol,1,Manual,304000,Comprehensive,998.0,Maruti,5,18.9,FWD,delhi
Hatchback,5.0,49000,2013,Petrol,1,Manual,295000,Third Party insurance,1086.0,Hyundai,5,19.81,FWD,delhi
Sedan,5.0,7936,2021,Petrol,1,Automatic,1296000,Comprehensive,1498.0,Honda,5,18.3,FWD,delhi
Sedan,5.0,66000,2014,Diesel,2,Automatic,1075000,Comprehensive,1968.0,Audi,8,17.68,FWD,delhi
Hatchback,5.0,65739,2016,Petrol,1,Manual,295000,Third Party insurance,814.0,Hyundai,5,21.1,FWD,delhi
Hatchback,5.0,52407,2016,Petrol,1,Automatic,425000,Third Party insurance,998.0,Maruti,5,23.1,FWD,delhi
Hatchback,5.0,30000,2011,Petrol,1,Automatic,350000,Third Party insurance,1197.0,Hyundai,4,16.95,FWD,delhi
Sedan,5.0,48000,2018,Diesel,1,Automatic,4375000,Third Party insurance,2993.0,BMW,8,17.42,RWD,delhi
Hatchback,5.0,86816,2013,Petrol,1,Manual,275000,Third Party insurance,998.0,Maruti,5,21.79,FWD,delhi
Hatchback,5.0,63000,2015,Petrol,1,Manual,415000,Third Party insurance,1197.0,Toyota,5,17.71,FWD,delhi
Hatchback,5.0,67000,2018,Petrol,1,Manual,465000,Third Party insurance,1199.0,Tata,5,23.84,FWD,delhi
Sedan,5.0,59000,2014,Diesel,2,Automatic,975000,Comprehensive,1968.0,Audi,8,17.11,FWD,delhi
Hatchback,5.0,68838,2016,Petrol,1,Manual,545000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,delhi
Hatchback,5.0,46835,2017,Petrol,1,Manual,509999,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,delhi
Sedan,5.0,5242,2022,Petrol,2,Automatic,1403000,Third Party,1498.0,Honda,5,18.3,FWD,delhi
Hatchback,5.0,17457,2022,Petrol,1,Manual,749000,Comprehensive,1197.0,Maruti,5,22.35,FWD,delhi
Sedan,5.0,62789,2015,Petrol,1,Manual,434999,Third Party insurance,1198.0,Honda,5,18.0,FWD,delhi
Hatchback,5.0,33618,2016,Petrol,1,Automatic,346000,Comprehensive,998.0,Maruti,5,23.95,FWD,delhi
Sedan,5.0,75946,2010,Petrol,1,Manual,204999,Third Party insurance,1497.0,Honda,5,17.0,FWD,delhi
SUV,7.0,230000,2013,Diesel,1,Manual,969999,Comprehensive,2982.0,Toyota,5,13.0,FWD,delhi
Hatchback,5.0,87208,2013,Petrol,1,Manual,256999,Comprehensive,998.0,Maruti,5,20.51,FWD,delhi
Hatchback,5.0,42736,2016,Petrol,1,Manual,275000,Third Party insurance,999.0,Datsun,5,22.5,RWD,delhi
Sedan,5.0,55556,2011,Petrol,1,Manual,229000,Comprehensive,1496.0,Toyota,5,17.6,FWD,delhi
SUV,5.0,2054,2023,Petrol,1,Manual,1250000,Comprehensive,1462.0,Maruti,5,17.38,FWD,delhi
Sedan,5.0,1700,2023,Petrol,1,Automatic,7750000,Comprehensive,1991.0,Mercedes-Benz,9,15.0,RWD,delhi
SUV,5.0,30120,2021,Petrol,1,Automatic,1725000,Comprehensive,1353.0,Kia,7,16.5,FWD,delhi
Sedan,5.0,32000,2011,Petrol,1,Manual,349000,Third Party insurance,1591.0,Hyundai,5,17.1,FWD,delhi
SUV,7.0,1200,2023,Diesel,1,Automatic,5500000,Comprehensive,2755.0,Toyota,6,18.9,4WD,delhi
SUV,5.0,9600,2021,Petrol,1,Automatic,3145000,Third Party,1984.0,Audi,7,18.9,AWD,delhi
Sedan,5.0,70000,2017,Petrol,1,Manual,699000,Comprehensive,1497.0,Honda,5,17.8,FWD,delhi
SUV,7.0,85000,2014,Diesel,1,Automatic,1275000,Third Party insurance,2982.0,Toyota,5,12.55,4WD,delhi
Wagon,5.0,40000,2019,Petrol,1,Automatic,565000,Comprehensive,1197.0,Maruti,5,21.5,FWD,delhi
Hatchback,5.0,14163,2019,Petrol,1,Manual,722000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
SUV,4.0,15000,2022,Diesel,1,Manual,1685000,Comprehensive,2184.0,Mahindra,6,15.2,4WD,delhi
Sedan,5.0,4764,2020,Petrol,1,Manual,803999,Third Party,1197.0,Hyundai,5,20.5,FWD,delhi
SUV,7.0,20000,2023,Diesel,1,Automatic,4300000,Comprehensive,1996.0,MG,8,12.04,4WD,delhi
MUV,7.0,7600,2022,Petrol,1,Manual,2275000,Comprehensive,2694.0,Toyota,5,8.0,RWD,delhi
Sedan,5.0,69815,2016,Petrol,1,Automatic,742000,Third Party,1497.0,Honda,5,18.0,FWD,delhi
SUV,5.0,82000,2018,Diesel,1,Manual,910000,Third Party insurance,1396.0,Hyundai,6,22.1,FWD,delhi
SUV,5.0,8400,2021,Petrol,1,Automatic,4000000,Comprehensive,1998.0,BMW,7,14.82,FWD,delhi
Hatchback,5.0,75463,2013,Petrol,1,Manual,315000,Comprehensive,1197.0,Maruti,5,22.38,FWD,delhi
Hatchback,5.0,66000,2013,Cng,1,Manual,231000,Comprehensive,998.0,Maruti,5,33.54,FWD,delhi
Hatchback,5.0,22091,2017,Petrol,1,Manual,557000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,delhi
Sedan,4.0,32000,2019,Diesel,1,Automatic,5775000,Third Party insurance,2993.0,BMW,8,17.09,FWD,delhi
Hatchback,5.0,65000,2012,Petrol,2,Manual,231000,Comprehensive,1086.0,Hyundai,5,19.81,FWD,delhi
Hatchback,5.0,66000,2016,Petrol,1,Manual,369000,Comprehensive,1199.0,Tata,5,23.84,FWD,delhi
SUV,5.0,25000,2019,Diesel,1,Automatic,5250000,Comprehensive,2993.0,BMW,8,15.97,4WD,delhi
SUV,7.0,110000,2018,Diesel,1,Automatic,2675000,Comprehensive,3198.0,Ford,6,10.91,4WD,delhi
SUV,5.0,15000,2022,Petrol,1,Manual,1150000,Comprehensive,1498.0,MG,5,18.9,FWD,delhi
Hatchback,5.0,30000,2021,Petrol,1,Manual,700000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
SUV,5.0,47000,2021,Diesel,1,Automatic,1300000,Comprehensive,1493.0,Kia,6,17.8,RWD,delhi
SUV,5.0,6000,2023,Diesel,1,Automatic,5490000,Comprehensive,1995.0,BMW,7,20.37,FWD,delhi
Hatchback,5.0,35854,2020,Petrol,2,Automatic,805000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,delhi
SUV,5.0,43623,2018,Petrol,1,Manual,735000,Third Party insurance,1198.0,Tata,6,17.0,FWD,delhi
Sedan,5.0,64229,2015,Petrol,2,Manual,441000,Comprehensive,1496.0,Toyota,5,16.78,FWD,delhi
SUV,7.0,33000,2021,Diesel,1,Automatic,5575000,Comprehensive,1999.0,Land Rover,9,18.9,4WD,delhi
SUV,7.0,59605,2019,Diesel,2,Automatic,2890000,Comprehensive,3198.0,Ford,6,10.91,4WD,delhi
Hatchback,5.0,2997,2019,Petrol,1,Manual,397000,Comprehensive,999.0,Renault,5,23.01,FWD,delhi
Hatchback,5.0,9606,2021,Petrol,1,Manual,455000,Third Party insurance,999.0,Renault,5,21.74,FWD,delhi
Sedan,5.0,75000,2015,Diesel,1,Automatic,3850000,Comprehensive,2987.0,Mercedes-Benz,7,13.5,RWD,delhi
Sedan,5.0,41898,2020,Petrol,2,Automatic,713000,Third Party insurance,1199.0,Honda,5,19.0,FWD,delhi
Hatchback,5.0,23159,2021,Petrol,1,Manual,737000,Third Party insurance,1197.0,Toyota,5,21.01,FWD,delhi
SUV,5.0,53488,2016,Petrol,1,Manual,540000,Third Party,1499.0,Ford,5,15.85,FWD,delhi
MUV,7.0,29000,2019,Diesel,1,Manual,1748999,Comprehensive,2393.0,Toyota,5,13.68,RWD,delhi
SUV,6.0,6000,2023,Petrol,1,Automatic,2200000,Zero Dep,1451.0,MG,6,12.34,FWD,delhi
Sedan,5.0,68192,2019,Petrol,1,Manual,627000,Third Party insurance,1197.0,Maruti,5,21.21,FWD,delhi
SUV,5.0,600,2023,Petrol,1,Manual,1565000,Comprehensive,1497.0,Kia,6,16.8,FWD,delhi
Sedan,5.0,13000,2020,Petrol,1,Automatic,4625000,Third Party insurance,1997.0,Jaguar,8,10.8,RWD,delhi
SUV,5.0,67756,2018,Diesel,1,Manual,772000,Third Party insurance,1248.0,Maruti,5,24.3,FWD,delhi
SUV,5.0,83811,2017,Diesel,1,Manual,587000,Third Party insurance,1248.0,Maruti,5,25.1,FWD,delhi
Hatchback,5.0,68000,2016,Cng,1,Manual,409999,Comprehensive,998.0,Maruti,5,31.79,FWD,delhi
Hatchback,5.0,4100,2022,Petrol,1,Manual,699000,Comprehensive,1197.0,Maruti,5,22.38,FWD,delhi
Sedan,5.0,46243,2020,Petrol,1,Manual,642000,Comprehensive,1197.0,Maruti,5,21.21,FWD,delhi
Sedan,4.0,37000,2014,Petrol,1,Automatic,2700000,Comprehensive,3498.0,Mercedes-Benz,7,9.26,RWD,delhi
Hatchback,5.0,52123,2015,Petrol,2,Automatic,366000,Comprehensive,1198.0,Nissan,5,19.34,FWD,delhi
SUV,7.0,66000,2016,Diesel,2,Automatic,4950000,Comprehensive,2987.0,Mercedes-Benz,9,11.0,AWD,delhi
Hatchback,5.0,23690,2015,Petrol,1,Manual,447000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,70879,2016,Petrol,1,Manual,262000,Zero Dep,796.0,Maruti,5,22.05,FWD,delhi
Hatchback,5.0,42000,2012,Petrol,1,Manual,265000,Comprehensive,1198.0,Volkswagen,5,16.47,FWD,delhi
SUV,5.0,56000,2018,Diesel,2,Automatic,3875000,Comprehensive,1999.0,Jaguar,8,16.38,FWD,delhi
Sedan,5.0,12651,2017,Petrol,2,Manual,761000,Comprehensive,1497.0,Honda,5,17.8,FWD,delhi
Sedan,5.0,61000,2016,Petrol,1,Manual,430000,Comprehensive,1198.0,Honda,5,17.8,FWD,delhi
Hatchback,5.0,98705,2018,Cng,1,Manual,401000,Comprehensive,998.0,Maruti,5,35.6,FWD,delhi
MUV,7.0,62000,2020,Diesel,1,Automatic,2950000,Comprehensive,2199.0,Kia,8,14.11,RWD,delhi
Sedan,5.0,28000,2014,Petrol,1,Manual,380000,Comprehensive,1198.0,Honda,5,18.0,FWD,delhi
SUV,7.0,36000,2020,Diesel,1,Manual,825000,Comprehensive,1493.0,Mahindra,5,16.5,RWD,delhi
Sedan,5.0,32000,2017,Diesel,1,Manual,635000,Comprehensive,1248.0,Maruti,5,28.4,FWD,delhi
SUV,5.0,38000,2017,Diesel,1,Automatic,2250000,Third Party insurance,1995.0,BMW,8,20.68,FWD,delhi
Hatchback,5.0,33000,2017,Petrol,1,Manual,340000,Comprehensive,998.0,Maruti,5,23.95,FWD,delhi
Sedan,5.0,68045,2018,Diesel,1,Automatic,950000,Third Party insurance,1582.0,Hyundai,6,22.0,FWD,delhi
SUV,7.0,12000,2022,Diesel,1,Manual,1825000,Third Party insurance,2184.0,Mahindra,6,18.9,FWD,delhi
SUV,5.0,4000,2023,Diesel,1,Automatic,7200000,Comprehensive,1950.0,Mercedes-Benz,9,18.9,AWD,delhi
Hatchback,5.0,19765,2018,Petrol,1,Manual,392000,Zero Dep,998.0,Maruti,5,20.51,FWD,delhi
SUV,5.0,7076,2021,Petrol,1,Manual,1205000,Third Party insurance,1197.0,Mahindra,6,16.82,FWD,delhi
Sedan,5.0,30560,2017,Petrol,1,Manual,743000,Zero Dep,1497.0,Honda,5,17.8,FWD,delhi
Sedan,5.0,5000,2020,Diesel,1,Automatic,3375000,Comprehensive,1999.0,Jaguar,8,18.9,RWD,delhi
Hatchback,5.0,47944,2018,Cng,1,Manual,484999,Third Party insurance,998.0,Maruti,5,31.79,FWD,delhi
SUV,5.0,78550,2016,Petrol,1,Automatic,878999,Comprehensive,1591.0,Hyundai,6,13.0,FWD,delhi
SUV,5.0,65000,2017,Petrol,1,Automatic,1050000,Third Party insurance,1999.0,Hyundai,6,12.95,RWD,delhi
SUV,5.0,32000,2022,Diesel,1,Automatic,1980000,Comprehensive,1493.0,Kia,6,18.0,FWD,delhi
Sedan,5.0,58996,2017,Petrol,2,Manual,462000,Comprehensive,1199.0,Honda,5,19.5,FWD,delhi
Sedan,5.0,34000,2018,Diesel,2,Automatic,2650000,Comprehensive,1999.0,Jaguar,8,13.5,RWD,delhi
Hatchback,5.0,59537,2015,Petrol,2,Manual,509000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,delhi
Hatchback,5.0,9314,2022,Petrol,1,Manual,530000,Comprehensive,998.0,Maruti,5,21.79,FWD,delhi
SUV,5.0,60000,2019,Petrol,2,Manual,700000,Third Party insurance,1498.0,Nissan,5,18.9,FWD,delhi
Sedan,5.0,41684,2014,Petrol,1,Manual,310000,Third Party insurance,1199.0,Honda,5,18.6,FWD,delhi
Sedan,5.0,70000,2011,Petrol,3,Automatic,700000,Third Party insurance,1781.0,Audi,7,12.3,FWD,delhi
Hatchback,5.0,51607,2016,Petrol,1,Manual,440000,Comprehensive,1197.0,Toyota,5,18.16,FWD,delhi
Sedan,5.0,90000,2015,Diesel,1,Manual,400000,Third Party insurance,1248.0,Tata,5,20.65,FWD,delhi
MUV,7.0,30000,2020,Diesel,1,Automatic,3050000,Third Party insurance,2199.0,Kia,8,14.11,RWD,delhi
SUV,4.0,40000,2022,Diesel,1,Manual,1575000,Third Party insurance,2184.0,Mahindra,6,15.2,4WD,delhi
SUV,5.0,35000,2020,Diesel,1,Automatic,4995000,Comprehensive,1950.0,Mercedes-Benz,9,18.9,AWD,delhi
Hatchback,5.0,97672,2013,Petrol,1,Manual,360000,Comprehensive,1197.0,Maruti,5,22.38,FWD,delhi
Sedan,5.0,90000,2014,Petrol,3,Manual,360000,Third Party insurance,1591.0,Hyundai,5,17.01,FWD,delhi
Hatchback,5.0,68740,2015,Petrol,2,Manual,344000,Comprehensive,1198.0,Nissan,5,18.06,FWD,delhi
Sedan,5.0,37000,2018,Petrol,1,Automatic,3565000,Comprehensive,1991.0,Mercedes-Benz,9,14.74,RWD,delhi
Sedan,5.0,40000,2017,Diesel,1,Manual,600000,Third Party insurance,1248.0,Maruti,5,28.09,FWD,delhi
Sedan,5.0,86245,2015,Petrol,2,Manual,340000,Third Party insurance,1198.0,Honda,5,18.0,FWD,delhi
Hatchback,5.0,40000,2016,Petrol,2,Automatic,675000,Third Party insurance,1197.0,Volkswagen,7,17.21,FWD,delhi
Sedan,5.0,15000,2020,Petrol,2,Automatic,4375000,Comprehensive,1998.0,BMW,8,15.34,RWD,delhi
Hatchback,5.0,60896,2016,Petrol,2,Manual,294000,Comprehensive,796.0,Maruti,5,22.05,FWD,delhi
Sedan,5.0,60000,2013,Petrol,1,Manual,375000,Third Party insurance,1497.0,Honda,5,16.8,FWD,delhi
Sedan,5.0,18340,2021,Petrol,2,Automatic,801000,Comprehensive,1197.0,Maruti,5,22.61,FWD,delhi
SUV,5.0,20000,2022,Diesel,1,Automatic,2900000,Third Party insurance,1956.0,Jeep,9,14.9,4WD,delhi
SUV,5.0,70000,2017,Diesel,2,Automatic,800000,Third Party insurance,1582.0,Hyundai,6,17.01,FWD,delhi
Hatchback,5.0,75000,2015,Cng,1,Manual,313000,Comprehensive,998.0,Maruti,5,33.54,FWD,delhi
SUV,5.0,40000,2017,Petrol,1,Manual,509999,Third Party insurance,1199.0,Honda,5,17.5,FWD,delhi
SUV,5.0,57000,2014,Diesel,2,Automatic,1125000,Third Party insurance,1968.0,Audi,7,15.73,AWD,delhi
Hatchback,5.0,48000,2016,Petrol,1,Manual,455000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
Sedan,5.0,120000,2011,Petrol,1,Manual,300000,Third Party insurance,1497.0,Honda,5,17.0,FWD,delhi
SUV,5.0,25000,2017,Petrol,1,Automatic,725000,Comprehensive,1496.0,Ford,6,14.7,FWD,delhi
MUV,7.0,29000,2021,Diesel,1,Automatic,2325000,Third Party insurance,2393.0,Toyota,6,12.0,RWD,delhi
Hatchback,5.0,63176,2019,Diesel,1,Manual,515000,Comprehensive,1498.0,Ford,5,25.83,FWD,delhi
Sedan,5.0,24000,2021,Petrol,1,Automatic,4000000,Comprehensive,1998.0,Audi,7,17.42,FWD,delhi
Hatchback,5.0,22820,2020,Petrol,1,Manual,418000,Comprehensive,999.0,Renault,5,21.74,FWD,delhi
SUV,5.0,5000,2022,Diesel,1,Automatic,7600000,Comprehensive,1997.0,Land Rover,9,18.9,AWD,delhi
Hatchback,5.0,30000,2009,Petrol,1,Manual,200000,Third Party insurance,1197.0,Hyundai,5,20.36,FWD,delhi
Sedan,5.0,74538,2017,Petrol,1,Automatic,685000,Comprehensive,1197.0,Maruti,5,21.21,FWD,delhi
SUV,5.0,40000,2019,Petrol,1,Automatic,3600000,Third Party insurance,1991.0,Mercedes-Benz,9,11.5,AWD,delhi
Hatchback,5.0,45399,2018,Petrol,1,Manual,289000,Comprehensive,796.0,Maruti,5,22.05,FWD,delhi
Sedan,5.0,24940,2018,Petrol,2,Manual,610000,Third Party,999.0,Volkswagen,5,19.44,FWD,delhi
SUV,5.0,22000,2019,Diesel,1,Automatic,1400000,Comprehensive,1582.0,Hyundai,6,17.01,FWD,delhi
Sedan,5.0,98681,2014,Petrol,1,Manual,323000,Comprehensive,1198.0,Honda,5,18.0,FWD,delhi
SUV,5.0,6000,2023,Diesel,1,Automatic,9500000,Comprehensive,1950.0,Mercedes-Benz,9,18.9,AWD,delhi
Hatchback,5.0,40000,2017,Petrol,1,Manual,525000,Comprehensive,1197.0,Maruti,5,21.01,FWD,delhi
SUV,5.0,58000,2018,Diesel,1,Manual,725000,Comprehensive,1498.0,Honda,6,25.5,FWD,delhi
Hatchback,5.0,75000,2015,Diesel,1,Manual,425000,Comprehensive,1396.0,Hyundai,6,22.54,FWD,delhi
SUV,5.0,76000,2014,Diesel,1,Manual,350000,Comprehensive,1498.0,Ford,5,22.7,FWD,delhi
Hatchback,5.0,60000,2017,Petrol,1,Automatic,325000,Comprehensive,999.0,Renault,5,24.04,FWD,delhi
Sedan,5.0,58000,2016,Petrol,1,Automatic,675000,Comprehensive,1497.0,Honda,5,18.0,FWD,delhi
Sedan,5.0,80000,2013,Petrol,2,Manual,415000,Comprehensive,1390.0,Volkswagen,6,14.69,FWD,delhi
Sedan,5.0,20000,2018,Diesel,1,Automatic,3875000,Third Party insurance,1969.0,Volvo,8,18.0,FWD,delhi
Hatchback,5.0,42841,2017,Petrol,1,Manual,589000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
SUV,5.0,67000,2017,Diesel,1,Manual,650000,Comprehensive,1248.0,Maruti,5,24.3,FWD,delhi
MUV,6.0,26000,2020,Petrol,1,Manual,1027000,Third Party insurance,1462.0,Maruti,5,19.01,FWD,delhi
Hatchback,5.0,40000,2017,Petrol,1,Manual,375000,Third Party insurance,998.0,Maruti,5,18.9,FWD,delhi
SUV,7.0,60000,2019,Diesel,1,Manual,1300000,Third Party insurance,2179.0,Mahindra,6,15.1,FWD,delhi
Sedan,5.0,37140,2015,Petrol,2,Manual,902999,Comprehensive,1591.0,Hyundai,5,17.01,FWD,delhi
Hatchback,5.0,120000,2018,Cng,1,Manual,350000,Third Party insurance,998.0,Maruti,5,31.79,FWD,delhi
SUV,7.0,74000,2018,Diesel,1,Automatic,2850000,Third Party insurance,2755.0,Toyota,6,12.9,RWD,delhi
