bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city
SUV,5.0,10000,2022,Petrol,1,Automatic,1650000,Not Available,1197.0,Volkswagen,5,18.9,FWD,jaipur
Sedan,5.0,33600,2018,Diesel,1,Manual,750000,Not Available,1353.0,Honda,6,16.5,FWD,jaipur
Sedan,5.0,68950,2018,Petrol,2,Automatic,724000,Not Available,1248.0,Toyota,5,23.4,FWD,jaipur
Hatchback,5.0,47763,2012,Petrol,1,Manual,300000,Not Available,1353.0,Maruti,7,16.5,FWD,jaipur
MUV,5.0,8368,2022,Petrol,1,Manual,800000,Not Available,1120.0,Renault,5,24.0,FWD,jaipur
SUV,5.0,51897,2018,Diesel,1,Manual,810000,Not Available,1396.0,Tata,6,21.9,FWD,jaipur
Sedan,5.0,40274,2014,Petrol,2,Manual,459000,Not Available,1498.0,Honda,6,26.0,FWD,jaipur
Sedan,5.0,90000,2012,Diesel,1,Automatic,750000,Not Available,1197.0,BMW,5,21.21,FWD,jaipur
Hatchback,7.0,62648,2016,Petrol,1,Manual,497000,Not Available,2179.0,Maruti,6,15.1,AWD,jaipur
Hatchback,5.0,58448,2017,Petrol,1,Manual,577000,Not Available,1598.0,Maruti,5,12.9,FWD,jaipur
Hatchback,7.0,40000,2022,Petrol,1,Manual,670000,Not Available,2179.0,Hyundai,6,15.1,FWD,jaipur
SUV,5.0,88695,2017,Diesel,1,Manual,690000,Not Available,1248.0,Ford,5,24.3,FWD,jaipur
SUV,5.0,20000,2021,Diesel,1,Manual,1700000,Not Available,998.0,MG,5,23.95,FWD,jaipur
Sedan,5.0,99840,2014,Diesel,1,Manual,252000,Not Available,1582.0,Tata,6,22.0,FWD,jaipur
Hatchback,7.0,120000,2012,Diesel,2,Manual,294000,Not Available,1373.0,Volkswagen,4,17.03,FWD,jaipur
Sedan,5.0,10000,2023,Petrol,1,Manual,1900000,Not Available,1396.0,Hyundai,6,22.1,FWD,jaipur
Sedan,5.0,20000,2022,Petrol,2,Automatic,1850000,Not Available,1248.0,Volkswagen,5,28.09,FWD,jaipur
Sedan,5.0,20000,2018,Petrol,1,Automatic,700000,Not Available,1199.0,Honda,5,18.3,FWD,jaipur
Sedan,5.0,31000,2021,Petrol,1,Automatic,1350000,Not Available,1368.0,Honda,7,16.0,4WD,jaipur
Hatchback,5.0,93407,2018,Petrol,2,Manual,470000,Not Available,1956.0,Tata,6,17.1,4WD,jaipur
Hatchback,5.0,75932,2011,Petrol,2,Manual,320000,Not Available,1248.0,Maruti,5,22.9,FWD,jaipur
Hatchback,5.0,44000,2015,Petrol,1,Automatic,650000,Not Available,1373.0,Volkswagen,5,20.73,FWD,jaipur
Hatchback,5.0,62936,2019,Petrol,1,Automatic,529000,Not Available,993.0,Hyundai,5,17.3,FWD,jaipur
Hatchback,5.0,40841,2016,Petrol,1,Manual,646000,Not Available,1497.0,Hyundai,6,18.9,FWD,jaipur
Sedan,5.0,150000,2016,Diesel,2,Manual,480000,Comprehensive,1995.0,Maruti,8,16.73,FWD,jaipur
Hatchback,5.0,66561,2017,Petrol,1,Manual,607000,Comprehensive,2179.0,Hyundai,9,12.7,4WD,jaipur
Hatchback,5.0,114800,2016,Diesel,2,Manual,160000,Third Party,1493.0,Tata,6,18.9,FWD,jaipur
Hatchback,7.0,97726,2016,Petrol,1,Manual,374000,Third Party insurance,2494.0,Maruti,5,12.99,RWD,jaipur
SUV,5.0,81462,2019,Petrol,1,Manual,817000,Third Party insurance,1368.0,Ford,7,16.0,4WD,jaipur
Hatchback,7.0,120000,2015,Diesel,1,Manual,180000,Third Party,1493.0,Tata,5,18.49,RWD,jaipur
Hatchback,5.0,31286,2019,Petrol,1,Automatic,680000,Comprehensive,1248.0,Maruti,5,27.39,FWD,jaipur
Hatchback,7.0,20000,2022,Petrol,1,Manual,1000000,Third Party insurance,2982.0,Maruti,5,11.5,4WD,jaipur
Hatchback,5.0,20000,2022,Petrol,1,Manual,1000000,Third Party insurance,998.0,Maruti,5,24.39,FWD,jaipur
Sedan,5.0,57600,2018,Petrol,1,Automatic,1080000,Third Party insurance,998.0,Hyundai,5,20.51,FWD,jaipur
Sedan,5.0,54000,2013,Petrol,1,Manual,315000,Third Party insurance,1298.0,Chevrolet,5,15.9,FWD,jaipur
Hatchback,7.0,50000,1985,Petrol,2,Manual,160000,Third Party insurance,999.0,Maruti,5,20.0,FWD,jaipur
Hatchback,5.0,20000,2020,Petrol,1,Manual,760000,Third Party insurance,814.0,Maruti,5,21.1,FWD,jaipur
MUV,5.0,100000,2011,Diesel,2,Manual,300000,Third Party insurance,814.0,Tata,5,21.1,FWD,jaipur
Sedan,5.0,40000,2017,Petrol,2,Manual,825000,Third Party insurance,1196.0,Honda,5,15.6,FWD,jaipur
Sedan,5.0,49260,2017,Diesel,1,Automatic,741000,Third Party insurance,998.0,Maruti,5,18.2,FWD,jaipur
Hatchback,5.0,73069,2015,Petrol,1,Manual,365000,Third Party insurance,814.0,Maruti,5,21.1,FWD,jaipur
Hatchback,5.0,80000,2013,Petrol,1,Manual,409999,Third Party insurance,999.0,Maruti,5,18.75,FWD,jaipur
Sedan,5.0,78850,2014,Petrol,1,Manual,475000,Third Party insurance,799.0,Maruti,5,25.17,FWD,jaipur
Hatchback,5.0,89224,2016,Petrol,2,Manual,561000,Third Party insurance,998.0,Hyundai,5,19.0,FWD,jaipur
MUV,5.0,90000,2017,Diesel,2,Automatic,1200000,Third Party insurance,999.0,Tata,5,20.0,FWD,jaipur
Hatchback,5.0,59084,2017,Petrol,2,Manual,411000,Third Party insurance,796.0,Maruti,5,26.83,RWD,jaipur
Hatchback,5.0,70000,2016,Petrol,1,Automatic,459999,Third Party insurance,796.0,Maruti,5,22.05,FWD,jaipur
Hatchback,5.0,59730,2013,Petrol,2,Manual,309000,Third Party insurance,1197.0,Maruti,5,21.21,FWD,jaipur
Sedan,7.0,50933,2015,Petrol,1,Manual,594000,Third Party insurance,999.0,Honda,5,20.0,FWD,jaipur
Hatchback,7.0,40000,2016,Diesel,2,Automatic,1800000,Third Party insurance,999.0,Volvo,5,20.0,FWD,jaipur
Sedan,5.0,94426,2016,Petrol,1,Manual,516000,Third Party insurance,1061.0,Maruti,5,17.3,FWD,jaipur
MUV,5.0,50000,2019,Diesel,2,Manual,1300000,Third Party insurance,1197.0,Tata,5,18.6,FWD,jaipur
SUV,7.0,120000,2013,Diesel,2,Manual,680000,Third Party insurance,1493.0,Mahindra,5,17.29,RWD,jaipur
Hatchback,5.0,80000,2017,Petrol,1,Automatic,760000,Third Party insurance,1499.0,Volkswagen,6,16.5,FWD,jaipur
Sedan,5.0,75000,2012,Diesel,1,Manual,499000,Third Party insurance,1197.0,Skoda,5,17.0,FWD,jaipur
SUV,5.0,78500,2018,Diesel,1,Manual,1300000,Third Party insurance,1086.0,Mahindra,5,17.92,FWD,jaipur
Hatchback,5.0,56000,2013,Diesel,1,Manual,450000,Third Party insurance,1497.0,Maruti,6,20.0,FWD,jaipur
Hatchback,5.0,100000,2014,Diesel,1,Manual,295000,Third Party insurance,1451.0,Fiat,6,15.81,FWD,jaipur
Hatchback,5.0,32289,2017,Petrol,2,Automatic,667000,Third Party insurance,1197.0,Hyundai,5,17.0,FWD,jaipur
SUV,5.0,106467,2018,Petrol,1,Automatic,790000,Third Party insurance,1399.0,Tata,5,20.0,FWD,jaipur
Hatchback,5.0,75000,2014,Diesel,1,Manual,480000,Third Party insurance,998.0,Maruti,5,23.1,FWD,jaipur
Sedan,5.0,109832,2014,Petrol,2,Manual,463999,Third Party insurance,1199.0,Honda,6,19.3,FWD,jaipur
Sedan,5.0,44123,2018,Petrol,1,Automatic,1228000,Third Party insurance,1498.0,Hyundai,5,23.0,FWD,jaipur
Sedan,5.0,100000,2014,Petrol,2,Manual,390000,Third Party insurance,1462.0,Honda,5,17.03,FWD,jaipur
SUV,5.0,121129,2017,Diesel,2,Manual,801000,Third Party insurance,1399.0,Maruti,5,20.0,FWD,jaipur
Hatchback,5.0,40000,2020,Petrol,2,Manual,560000,Third Party insurance,1399.0,Maruti,5,20.0,FWD,jaipur
SUV,5.0,72607,2016,Diesel,1,Manual,420000,Third Party insurance,1493.0,Mahindra,6,20.8,FWD,jaipur
Hatchback,5.0,28467,2016,Petrol,2,Manual,472000,Third Party insurance,998.0,Hyundai,5,21.79,FWD,jaipur
Sedan,5.0,60000,2017,Petrol,1,Manual,750000,Third Party insurance,998.0,Skoda,5,23.95,FWD,jaipur
SUV,5.0,122474,2017,Diesel,1,Manual,1098000,Third Party insurance,1497.0,Hyundai,6,21.5,FWD,jaipur
Hatchback,5.0,37665,2017,Petrol,1,Automatic,650000,Third Party insurance,1198.0,Maruti,5,20.63,FWD,jaipur
SUV,7.0,152000,2017,Diesel,1,Automatic,4550000,Third Party insurance,1493.0,Volvo,5,16.0,RWD,jaipur
Hatchback,5.0,50000,2014,Petrol,2,Manual,320000,Third Party insurance,1248.0,Maruti,5,19.3,RWD,jaipur
Sedan,4.0,110000,2018,Diesel,1,Manual,680000,Third Party insurance,2981.0,Honda,8,9.0,RWD,jaipur
SUV,7.0,120000,2012,Diesel,3,Manual,600000,Third Party insurance,1493.0,Mahindra,5,17.29,RWD,jaipur
Sedan,5.0,45000,2016,Diesel,1,Automatic,2699000,Third Party insurance,998.0,Audi,5,19.0,FWD,jaipur
Hatchback,5.0,85000,2016,Diesel,1,Manual,499000,Third Party insurance,796.0,Hyundai,5,19.7,FWD,jaipur
Sedan,4.0,61000,2021,Petrol,1,Automatic,1250000,Third Party insurance,796.0,Honda,4,16.1,FWD,jaipur
Hatchback,5.0,94540,2014,Petrol,1,Manual,409000,Third Party insurance,936.0,Maruti,5,25.44,FWD,jaipur
SUV,5.0,96620,2018,Petrol,1,Manual,991000,Third Party insurance,1199.0,Hyundai,5,18.6,FWD,jaipur
MUV,6.0,90000,2013,Diesel,3,Manual,750000,Third Party insurance,2498.0,Toyota,5,16.55,4WD,jaipur
Hatchback,5.0,104436,2016,Petrol,2,Automatic,496000,Third Party insurance,1498.0,Hyundai,5,25.8,FWD,jaipur
Hatchback,5.0,28545,2017,Petrol,1,Manual,298000,Third Party insurance,1298.0,Datsun,5,17.5,RWD,jaipur
Hatchback,5.0,66500,2019,Petrol,1,Manual,720000,Third Party insurance,796.0,Volkswagen,5,19.7,RWD,jaipur
Hatchback,5.0,80133,2017,Petrol,1,Manual,583000,Third Party insurance,1197.0,Hyundai,5,20.36,FWD,jaipur
Sedan,5.0,106000,2011,Diesel,1,Automatic,1125000,Third Party insurance,1495.0,Mercedes-Benz,5,13.2,FWD,jaipur
SUV,7.0,26852,2020,Petrol,1,Manual,982000,Third Party insurance,1248.0,Maruti,5,24.52,FWD,jaipur
Hatchback,5.0,59990,2015,Petrol,1,Manual,458000,Third Party insurance,1298.0,Maruti,5,17.5,RWD,jaipur
SUV,7.0,110000,2015,Diesel,2,Manual,950000,Third Party insurance,2179.0,Mahindra,6,15.4,FWD,jaipur
Sedan,5.0,75135,2018,Diesel,1,Manual,852999,Third Party insurance,1086.0,Honda,5,17.8,FWD,jaipur
Hatchback,5.0,50000,2019,Petrol,2,Manual,600000,Third Party insurance,1197.0,Hyundai,6,16.82,FWD,jaipur
Sedan,5.0,73000,2010,Petrol,1,Manual,390000,Third Party insurance,1197.0,Honda,6,16.82,FWD,jaipur
Hatchback,5.0,70000,2018,Petrol,2,Manual,620000,Third Party insurance,814.0,Maruti,5,21.1,FWD,jaipur
SUV,5.0,120000,2006,Diesel,1,Manual,400000,Third Party insurance,796.0,Mahindra,5,22.05,FWD,jaipur
SUV,5.0,20000,2021,Diesel,1,Manual,2200000,Third Party insurance,796.0,Tata,5,19.7,RWD,jaipur
MUV,5.0,120000,2012,Diesel,1,Manual,750000,Third Party insurance,1498.0,Toyota,6,27.3,FWD,jaipur
MUV,5.0,120000,2013,Diesel,2,Manual,975000,Third Party insurance,1498.0,Toyota,5,21.0,FWD,jaipur
Hatchback,5.0,50824,2013,Petrol,1,Manual,447000,Third Party insurance,796.0,Maruti,5,22.05,FWD,jaipur
Hatchback,5.0,85507,2013,Diesel,2,Manual,409999,Third Party insurance,1197.0,Maruti,5,19.1,FWD,jaipur
Sedan,5.0,70000,2010,Diesel,1,Manual,330000,Third Party insurance,1956.0,Hyundai,6,17.1,4WD,jaipur
Hatchback,5.0,75773,2014,Petrol,2,Manual,372000,Third Party insurance,1199.0,Maruti,5,16.5,FWD,jaipur
Hatchback,5.0,62000,2016,Diesel,1,Manual,470000,Third Party insurance,995.0,Hyundai,5,18.0,FWD,jaipur
Hatchback,7.0,47004,2012,Petrol,1,Manual,297000,Third Party insurance,2179.0,Hyundai,6,15.1,FWD,jaipur
Hatchback,5.0,110000,2014,Diesel,2,Manual,420000,Third Party insurance,1199.0,Volkswagen,5,16.5,FWD,jaipur
Hatchback,5.0,97085,2013,Diesel,2,Manual,405999,Third Party insurance,1956.0,Maruti,6,17.1,4WD,jaipur
Sedan,5.0,87449,2014,Diesel,3,Manual,561000,Third Party insurance,1197.0,Hyundai,5,20.5,FWD,jaipur
Hatchback,4.0,100000,2016,Diesel,1,Manual,350000,Third Party insurance,796.0,Maruti,4,16.1,FWD,jaipur
Hatchback,5.0,53338,2012,Petrol,2,Manual,193000,Third Party insurance,1248.0,Maruti,5,24.3,FWD,jaipur
Sedan,5.0,120000,2011,Petrol,2,Manual,400000,Third Party insurance,799.0,Honda,5,25.17,FWD,jaipur
Hatchback,5.0,78000,2019,Diesel,1,Manual,765000,Third Party insurance,796.0,Hyundai,5,22.05,FWD,jaipur
MUV,5.0,112000,2017,Diesel,1,Manual,1998999,Third Party insurance,1248.0,Toyota,5,24.3,FWD,jaipur
SUV,5.0,10000,2022,Petrol,1,Manual,850000,Third Party insurance,1495.0,Nissan,5,13.2,FWD,jaipur
SUV,5.0,20000,2022,Petrol,1,Manual,1000000,Third Party insurance,998.0,Maruti,5,18.9,FWD,jaipur
SUV,5.0,89000,2012,Diesel,2,Manual,556000,Third Party insurance,1061.0,Mahindra,5,18.9,FWD,jaipur
Hatchback,5.0,100000,2008,Petrol,2,Manual,100000,Third Party insurance,1248.0,Maruti,5,19.3,RWD,jaipur
MUV,5.0,20000,2021,Petrol,1,Manual,1050000,Third Party insurance,796.0,Maruti,5,24.7,FWD,jaipur
SUV,5.0,13918,2022,Petrol,1,Manual,909000,Third Party insurance,1461.0,Nissan,6,19.01,FWD,jaipur
SUV,4.0,28839,2020,Petrol,1,Manual,734000,Third Party insurance,796.0,Nissan,4,16.1,FWD,jaipur
Hatchback,7.0,30000,2017,Petrol,1,Automatic,450000,Third Party insurance,2179.0,Maruti,5,13.93,FWD,jaipur
Hatchback,7.0,16097,2018,Petrol,1,Automatic,356000,Third Party insurance,1493.0,Datsun,5,16.5,RWD,jaipur
Hatchback,5.0,23683,2021,Petrol,1,Automatic,835000,Third Party insurance,936.0,Volkswagen,5,25.44,FWD,jaipur
MUV,5.0,10000,2023,Diesel,1,Manual,3100000,Third Party insurance,1197.0,Toyota,5,20.36,FWD,jaipur
Hatchback,5.0,48471,2013,Petrol,2,Manual,233000,Third Party insurance,796.0,Maruti,5,22.05,FWD,jaipur
Hatchback,4.0,62437,2013,Petrol,2,Manual,221000,Third Party insurance,796.0,Maruti,4,16.1,FWD,jaipur
Sedan,5.0,45000,2018,Petrol,1,Automatic,549000,Third Party insurance,998.0,Tata,5,18.0,FWD,jaipur
Sedan,5.0,15992,2022,Petrol,1,Manual,881000,Third Party insurance,1495.0,Maruti,5,13.2,FWD,jaipur
Hatchback,4.0,34000,2018,Petrol,1,Manual,325000,Third Party insurance,4395.0,Maruti,8,7.94,FWD,jaipur
Hatchback,5.0,45000,2008,Petrol,1,Manual,250000,Third Party insurance,1061.0,Hyundai,5,18.9,FWD,jaipur
MUV,5.0,90000,2016,Diesel,1,Manual,810000,Third Party insurance,1198.0,Maruti,6,17.0,FWD,jaipur
SUV,7.0,40000,2018,Diesel,1,Automatic,1200000,Third Party insurance,999.0,Tata,5,20.0,FWD,jaipur
Hatchback,5.0,22907,2022,Petrol,1,Manual,650000,Third Party insurance,1497.0,Maruti,5,17.0,FWD,jaipur
Hatchback,5.0,79000,2012,Cng,1,Manual,315000,Third Party insurance,1199.0,Maruti,6,17.05,FWD,jaipur
Sedan,5.0,90000,2016,Diesel,2,Manual,340000,Third Party insurance,1248.0,Hyundai,5,25.2,FWD,jaipur
Hatchback,5.0,16903,2019,Petrol,2,Manual,333000,Third Party insurance,998.0,Maruti,5,18.2,FWD,jaipur
Hatchback,5.0,36874,2018,Petrol,1,Automatic,568000,Third Party insurance,796.0,Nissan,5,22.05,FWD,jaipur
Sedan,5.0,60000,2017,Petrol,1,Automatic,650000,Third Party insurance,1497.0,Maruti,6,16.8,FWD,jaipur
Hatchback,5.0,29994,2012,Petrol,2,Manual,329000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,jaipur
Hatchback,5.0,26416,2019,Petrol,2,Automatic,806000,Third Party insurance,1197.0,Hyundai,5,21.4,FWD,jaipur
Sedan,5.0,70000,2018,Diesel,2,Manual,775000,Third Party insurance,796.0,Skoda,5,24.7,FWD,jaipur
SUV,5.0,27581,2018,Petrol,2,Manual,655000,Third Party insurance,998.0,Honda,5,23.1,FWD,jaipur
SUV,7.0,80000,2018,Diesel,1,Automatic,3250000,Third Party insurance,2179.0,Toyota,6,15.1,FWD,jaipur
Sedan,5.0,88126,2020,Petrol,1,Manual,672000,Third Party insurance,1248.0,Maruti,5,25.1,FWD,jaipur
SUV,4.0,72563,2019,Petrol,1,Automatic,981000,Third Party insurance,624.0,Hyundai,4,25.4,RWD,jaipur
Hatchback,6.0,90000,2013,Lpg,2,Manual,220000,Third Party insurance,1198.0,Hyundai,5,18.15,FWD,jaipur
SUV,5.0,88060,2016,Petrol,1,Manual,803999,Third Party insurance,1197.0,Hyundai,5,22.38,FWD,jaipur
Hatchback,5.0,20000,2022,Petrol,1,Manual,800000,Third Party insurance,1298.0,Maruti,5,16.1,FWD,jaipur
MUV,5.0,119000,2015,Diesel,2,Manual,950000,Third Party insurance,1199.0,Toyota,5,20.3,FWD,jaipur
Hatchback,5.0,60000,2017,Petrol,1,Manual,600000,Third Party insurance,998.0,Hyundai,4,16.98,FWD,jaipur
SUV,5.0,45000,2020,Diesel,1,Automatic,3595000,Third Party insurance,1396.0,Ford,5,23.57,FWD,jaipur
MUV,5.0,80000,2021,Diesel,2,Automatic,2650000,Third Party insurance,1199.0,Kia,5,16.5,FWD,jaipur
SUV,5.0,95315,2020,Diesel,1,Manual,1475000,Third Party insurance,1199.0,Hyundai,5,20.09,FWD,jaipur
Hatchback,7.0,100000,2013,Petrol,2,Manual,263000,Third Party insurance,1493.0,Maruti,5,18.49,RWD,jaipur
Hatchback,7.0,31000,2010,Petrol,1,Manual,245000,Third Party insurance,999.0,Hyundai,5,20.0,FWD,jaipur
SUV,5.0,109271,2019,Diesel,1,Manual,777000,Third Party insurance,998.0,Maruti,5,20.92,FWD,jaipur
Hatchback,5.0,47844,2019,Petrol,2,Automatic,507000,Third Party insurance,1461.0,Maruti,6,19.01,FWD,jaipur
MUV,5.0,80000,2021,Petrol,2,Manual,1050000,Third Party insurance,1086.0,Maruti,5,19.2,FWD,jaipur
Hatchback,5.0,62438,2013,Petrol,1,Manual,297000,Third Party insurance,796.0,Maruti,5,19.7,FWD,jaipur
Hatchback,5.0,89318,2013,Petrol,3,Manual,411000,Third Party insurance,1248.0,Hyundai,5,26.59,FWD,jaipur
MUV,4.0,90000,2021,Diesel,2,Automatic,2600000,Third Party insurance,796.0,Kia,4,16.1,FWD,jaipur
Hatchback,5.0,29200,2019,Petrol,2,Automatic,529000,Third Party insurance,1248.0,Hyundai,5,22.1,FWD,jaipur
SUV,5.0,40000,2020,Petrol,1,Automatic,1950000,Third Party insurance,998.0,MG,5,18.9,FWD,jaipur
Sedan,5.0,96940,2019,Petrol,1,Automatic,916000,Third Party insurance,998.0,Honda,5,21.1,FWD,jaipur
Sedan,7.0,65850,2018,Petrol,1,Manual,842000,Third Party insurance,1248.0,Hyundai,5,24.52,FWD,jaipur
Hatchback,5.0,90000,2011,Petrol,1,Manual,290000,Third Party insurance,796.0,Hyundai,5,22.05,FWD,jaipur
Hatchback,5.0,38264,2019,Petrol,1,Automatic,525000,Third Party insurance,1461.0,Hyundai,6,19.01,FWD,jaipur
SUV,5.0,47000,2018,Petrol,1,Automatic,894999,Third Party insurance,1248.0,Renault,5,26.59,FWD,jaipur
SUV,9.0,77027,2019,Diesel,1,Automatic,3600000,Third Party insurance,2523.0,Toyota,5,15.96,RWD,jaipur
Sedan,5.0,78000,2009,Petrol,1,Manual,385000,Third Party insurance,1582.0,Honda,6,22.32,FWD,jaipur
SUV,5.0,70000,2019,Diesel,2,Manual,1000000,Third Party insurance,1498.0,Mahindra,5,25.8,FWD,jaipur
Sedan,5.0,112000,2008,Petrol,1,Manual,300000,Third Party insurance,814.0,Skoda,5,21.1,FWD,jaipur
Sedan,5.0,138000,2013,Diesel,1,Manual,515000,Third Party insurance,1199.0,Hyundai,5,19.33,FWD,jaipur
Hatchback,7.0,51000,2010,Diesel,1,Manual,299000,Third Party insurance,2494.0,Ford,5,12.8,FWD,jaipur
Hatchback,5.0,83462,2010,Petrol,2,Manual,268000,Third Party insurance,1598.0,Hyundai,5,15.04,FWD,jaipur
Hatchback,5.0,26494,2021,Petrol,1,Manual,483000,Third Party insurance,1461.0,Renault,5,23.08,FWD,jaipur
SUV,5.0,82000,2011,Diesel,1,Automatic,1299000,Third Party insurance,1199.0,BMW,5,18.6,FWD,jaipur
Hatchback,5.0,68101,2018,Petrol,1,Manual,618000,Third Party insurance,1197.0,Maruti,5,22.38,FWD,jaipur
Hatchback,5.0,99105,2018,Diesel,2,Automatic,691000,Third Party insurance,1197.0,Maruti,5,20.5,FWD,jaipur
SUV,5.0,90000,2016,Diesel,1,Manual,1000000,Third Party insurance,1461.0,Hyundai,5,20.45,FWD,jaipur
Sedan,5.0,70424,2017,Petrol,2,Automatic,653000,Third Party insurance,796.0,Maruti,5,22.74,FWD,jaipur
SUV,5.0,98000,2018,Diesel,1,Automatic,990000,Third Party insurance,1248.0,Maruti,5,22.95,FWD,jaipur
Sedan,5.0,79189,2014,Diesel,2,Manual,537000,Third Party insurance,814.0,Honda,5,21.1,FWD,jaipur
Hatchback,5.0,115218,2011,Petrol,1,Manual,252999,Third Party insurance,1197.0,Maruti,5,21.0,FWD,jaipur
Sedan,5.0,120000,2012,Petrol,1,Manual,399000,Third Party insurance,1498.0,Hyundai,5,22.7,FWD,jaipur
Hatchback,5.0,119106,2015,Petrol,2,Manual,471000,Third Party insurance,1998.0,Maruti,6,17.3,FWD,jaipur
Sedan,5.0,60000,2011,Petrol,2,Manual,340000,Third Party insurance,1498.0,Honda,6,26.0,FWD,jaipur
Hatchback,5.0,60000,2017,Diesel,1,Manual,659000,Third Party insurance,799.0,Maruti,5,25.17,FWD,jaipur
Hatchback,5.0,80000,2019,Petrol,1,Manual,370000,Third Party insurance,1248.0,Maruti,5,18.0,FWD,jaipur
Hatchback,5.0,143000,2012,Diesel,2,Manual,400000,Third Party insurance,796.0,Maruti,5,19.7,FWD,jaipur
Hatchback,5.0,50000,2018,Diesel,1,Manual,700000,Third Party insurance,1197.0,Maruti,5,20.36,FWD,jaipur
Sedan,5.0,105000,2011,Diesel,1,Automatic,750000,Third Party insurance,993.0,Volkswagen,5,17.3,FWD,jaipur
MUV,5.0,110000,2016,Diesel,1,Automatic,2000000,Third Party insurance,998.0,Toyota,5,20.51,FWD,jaipur
Sedan,5.0,80000,2011,Petrol,1,Manual,360000,Third Party insurance,998.0,Honda,5,20.51,FWD,jaipur
Hatchback,5.0,121617,2013,Petrol,2,Manual,368000,Third Party insurance,814.0,Maruti,5,21.1,FWD,jaipur
Sedan,5.0,83825,2015,Petrol,2,Manual,556000,Third Party insurance,1496.0,Volkswagen,5,17.6,FWD,jaipur
Hatchback,5.0,92299,2014,Petrol,1,Manual,426000,Third Party insurance,998.0,Maruti,5,18.9,FWD,jaipur
SUV,5.0,50643,2018,Diesel,2,Automatic,961000,Third Party insurance,1399.0,Maruti,5,20.0,FWD,jaipur
SUV,5.0,110243,2018,Diesel,2,Manual,793000,Third Party insurance,1248.0,Mahindra,5,21.1,FWD,jaipur
Sedan,5.0,92721,2012,Diesel,1,Automatic,990000,Third Party insurance,1248.0,Mercedes-Benz,5,23.2,FWD,jaipur
SUV,5.0,93104,2016,Petrol,1,Automatic,951000,Third Party insurance,796.0,Hyundai,5,22.74,FWD,jaipur
Sedan,5.0,83858,2008,Petrol,3,Manual,300000,Third Party insurance,799.0,Toyota,5,20.71,FWD,jaipur
MUV,5.0,48869,2021,Petrol,1,Manual,567000,Third Party insurance,998.0,Datsun,6,18.27,FWD,jaipur
Hatchback,5.0,86555,2017,Petrol,1,Manual,298000,Third Party insurance,1198.0,Maruti,5,19.49,FWD,jaipur
Sedan,5.0,60000,2011,Petrol,2,Manual,350000,Third Party insurance,1497.0,Volkswagen,5,16.8,FWD,jaipur
MUV,5.0,39316,2022,Petrol,1,Manual,674000,Third Party insurance,998.0,Renault,5,19.0,FWD,jaipur
SUV,5.0,110000,2014,Diesel,2,Manual,450000,Third Party insurance,1498.0,Renault,6,26.0,FWD,jaipur
Hatchback,5.0,100000,2016,Diesel,2,Manual,270000,Third Party insurance,1248.0,Tata,5,28.4,FWD,jaipur
SUV,5.0,60000,2020,Petrol,1,Manual,1000000,Third Party insurance,1199.0,Hyundai,5,18.3,FWD,jaipur
SUV,5.0,100000,2016,Diesel,1,Manual,1050000,Third Party insurance,1199.0,Mahindra,5,26.49,FWD,jaipur
Sedan,5.0,110000,2012,Diesel,2,Manual,450000,Third Party insurance,1199.0,Skoda,5,18.53,FWD,jaipur
SUV,7.0,135000,2011,Diesel,1,Automatic,1725000,Third Party insurance,1248.0,Mercedes-Benz,5,25.47,FWD,jaipur
SUV,7.0,19500,2022,Petrol,1,Automatic,1175000,Third Party insurance,1493.0,Toyota,5,17.21,RWD,jaipur
Sedan,5.0,22127,2021,Petrol,1,Automatic,940000,Third Party insurance,1498.0,Honda,6,26.0,FWD,jaipur
Hatchback,7.0,78010,2015,Petrol,2,Manual,250999,Third Party insurance,2523.0,Maruti,5,15.96,RWD,jaipur
SUV,5.0,14087,2021,Petrol,1,Manual,988000,Third Party insurance,796.0,Ford,5,24.7,FWD,jaipur
SUV,5.0,30000,2022,Electric,1,Automatic,2675000,Third Party insurance,1598.0,MG,5,20.54,FWD,jaipur
SUV,5.0,55253,2022,Diesel,1,Manual,1157000,Third Party insurance,1498.0,Tata,5,25.8,FWD,jaipur
SUV,5.0,63008,2020,Petrol,1,Automatic,1598000,Third Party insurance,1462.0,Kia,5,17.03,FWD,jaipur
SUV,5.0,22000,2022,Electric,1,Automatic,2675000,Third Party insurance,1462.0,MG,5,17.03,FWD,jaipur
Hatchback,5.0,73944,2015,Petrol,1,Manual,266000,Third Party insurance,799.0,Maruti,5,22.7,RWD,jaipur
Sedan,5.0,37000,2021,Petrol,1,Automatic,3275000,Third Party insurance,1120.0,Skoda,5,24.0,FWD,jaipur
Hatchback,5.0,52052,2017,Petrol,2,Manual,279000,Third Party insurance,1197.0,Maruti,5,20.36,FWD,jaipur
Hatchback,7.0,42399,2018,Petrol,2,Manual,465000,Third Party insurance,2523.0,Hyundai,5,13.6,RWD,jaipur
Sedan,5.0,50000,2015,Diesel,1,Manual,210000,Third Party insurance,1798.0,Maruti,7,13.7,FWD,jaipur
Hatchback,5.0,64584,2020,Cng,1,Manual,549000,Third Party insurance,1798.0,Maruti,7,13.7,FWD,jaipur
